date,hour,fuel type,percent marginal,co2 rate
2019-01-11,6,Pumped Storage,0.6666666666666666,0
2019-01-11,7,Gas,0.6666666666666667,866
2019-01-11,7,Pumped Storage,0.3333333333333333,0
2019-01-11,8,Gas,0.9999999999999999,900
2019-01-11,9,Gas,1.0,862
2019-01-11,10,Gas,1.0000000000000002,861
2019-01-11,11,Gas,0.7500000000000001,965
2019-01-11,11,Pumped Storage Demand,0.25,0
2019-01-11,12,Gas,0.9166666666666667,1138
2019-01-11,12,Pumped Storage Demand,0.08333333333333333,0
2019-01-11,13,Gas,0.08333333333333334,1291
2019-01-11,13,Pumped Storage Demand,0.9166666666666666,0
2019-01-11,14,Gas,0.4166666666666667,856
2019-01-11,14,Pumped Storage Demand,0.5833333333333333,0
2019-01-11,15,Gas,1.0000000000000002,879
2019-01-11,16,Gas,0.9999999999999998,879
2019-01-11,17,Gas,1.0,880
2019-01-11,18,Gas,0.9999999999999999,884
2019-01-11,19,Gas,1.0,870
2019-01-11,20,Gas,0.9999999999999999,873
2019-01-11,21,Gas,1.0000000000000002,880
2019-01-11,22,Gas,1.0000000000000002,862
2019-01-11,23,Gas,1.0,832
2019-01-12,0,Gas,0.9999999999999999,936
2019-01-12,1,Gas,0.3333333333333333,959
2019-01-12,1,Pumped Storage Demand,0.6666666666666666,0
2019-01-12,2,Gas,0.16666666666666666,889
2019-01-12,2,Hydro,0.4166666666666667,0
2019-01-12,2,Pumped Storage Demand,0.4166666666666667,0
2019-01-12,3,Demand Response,0.16666666666666666,0
2019-01-12,3,Gas,0.7499999999999999,875
2019-01-12,3,Hydro,0.08333333333333333,0
2019-01-12,4,Gas,1.0,879
2019-01-12,5,Gas,0.75,878
2019-01-12,5,Hydro,0.24999999999999994,0
2019-01-12,6,Demand Response,0.041666666666666664,0
2019-01-12,6,Gas,0.9583333333333334,806
2019-01-12,7,Gas,0.8750000000000001,873
2019-01-12,7,Other,0.04166666666666667,4141
2019-01-12,7,Pumped Storage,0.08333333333333334,0
2019-01-12,8,Gas,0.3333333333333333,874
2019-01-12,8,Pumped Storage,0.6666666666666666,0
2019-01-12,9,Gas,0.41666666666666674,861
2019-01-12,9,Pumped Storage,0.5833333333333335,0
2019-01-12,10,Gas,1.0,828
2019-01-12,11,Gas,0.8333333333333333,850
2019-01-12,11,Pumped Storage Demand,0.16666666666666666,0
2019-01-12,12,Pumped Storage Demand,1.0,0
2019-01-12,13,Gas,1.0,845
2019-01-12,14,Gas,0.6666666666666666,855
2019-01-12,14,Pumped Storage Demand,0.3333333333333333,0
2019-01-12,15,Gas,0.41666666666666674,899
2019-01-12,15,Pumped Storage Demand,0.5833333333333334,0
2019-01-12,16,Coal,0.08333333333333334,2573
2019-01-12,16,Gas,0.25,893
2019-01-12,16,Pumped Storage,0.6666666666666667,0
2019-01-12,17,Coal,0.08333333333333333,2573
2019-01-12,17,Gas,0.8333333333333333,1118
2019-01-12,17,Other,0.08333333333333333,2044
2019-01-12,18,Gas,0.25,827
2019-01-12,18,Other,0.16666666666666669,2044
2019-01-12,18,Pumped Storage,0.5833333333333334,0
2019-01-12,19,Gas,0.41666666666666663,860
2019-01-12,19,Pumped Storage,0.5833333333333333,0
2019-01-12,20,Coal,0.08333333333333334,2573
2019-01-12,20,Gas,0.33333333333333337,917
2019-01-12,20,Pumped Storage,0.5833333333333334,0
2019-01-12,21,Coal,0.04166666666666667,2573
2019-01-12,21,Gas,0.9583333333333335,872
2019-01-12,22,Gas,1.0,835
2019-01-12,23,Gas,1.0,819
2019-01-13,0,Gas,1.0000000000000002,838
2019-01-13,1,Gas,0.6666666666666665,839
2019-01-13,1,Pumped Storage Demand,0.3333333333333333,0
2019-01-13,2,Gas,0.75,838
2019-01-13,2,Pumped Storage Demand,0.25,0
2019-01-13,3,Gas,1.0,862
2019-01-13,4,Gas,0.9166666666666667,831
