session_id,reason,hourly_adapter_kept,hourly_slack_h,real_slack_h,charge_h,dwell_h
2_39_79_378_2019-01-03 18:46:44.843174,valid,True,0.0,0.0011111111111111111,2.506666666666667,2.5077777777777777
2_39_89_439_2019-01-03 18:52:46.457926,valid,True,5.0,4.6402777777777775,1.6252777777777778,6.265555555555555
2_39_78_365_2019-01-03 20:38:02.489248,valid,True,3.0,2.7022222222222223,1.77,4.472222222222222
2_39_92_436_2019-01-03 20:46:39.695133,valid,True,0.0,0.029444444444444443,2.6894444444444443,2.718888888888889
2_39_78_364_2019-01-03 20:52:15.328486,valid,True,4.0,4.134166666666666,1.0908333333333333,5.225
2_39_128_18_2019-01-03 21:19:29.211622,done_after_disconnect,False,,,,
2_39_90_26_2019-01-03 21:30:15.887776,valid,True,3.0,3.5455555555555556,2.1508333333333334,5.6963888888888885
2_39_79_378_2019-01-03 21:41:19.357309,valid,True,2.0,1.9738888888888888,1.4908333333333332,3.464722222222222
2_39_128_18_2019-01-03 21:53:49.659556,valid,True,1.0,1.3086111111111112,0.43722222222222223,1.7458333333333333
2_39_129_17_2019-01-03 22:06:19.718617,valid,False,,0.0011111111111111111,0.43333333333333335,0.43444444444444447
2_39_78_367_2019-01-03 23:09:35.862444,valid,True,11.0,12.110555555555555,1.1255555555555556,13.23611111111111
2_39_129_17_2019-01-03 23:25:13.852731,valid,True,3.0,3.979722222222222,14.58388888888889,18.56361111111111
2_39_127_19_2019-01-04 00:16:32.425740,valid,True,9.0,9.634166666666667,4.695,14.329166666666667
2_39_130_31_2019-01-04 01:20:34.462567,valid,True,10.0,10.66,4.348888888888889,15.008888888888889
2_39_125_21_2019-01-04 03:40:21.315553,valid,True,9.0,9.120833333333334,2.2941666666666665,11.415
2_39_123_23_2019-01-04 13:57:31.140098,valid,True,0.0,0.005,5.441111111111111,5.446111111111111
2_39_79_381_2019-01-04 15:49:59.018592,valid,True,15.0,15.615555555555556,1.5294444444444444,17.145
2_39_78_366_2019-01-04 15:52:26.135240,valid,True,1.0,0.9155555555555556,8.664166666666667,9.579722222222221
